C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,label
1,19,2,3,25520,1,3,2,2,1,2,1,23,3,2,1,3,2,1,2,0
2,10,1,1,41032,1,5,2,2,1,4,4,73,1,3,1,4,1,2,2,0
4,19,3,2,14464,1,4,4,2,1,1,1,21,3,2,1,3,2,1,2,0
3,11,2,0,9920,2,5,1,2,1,4,4,47,3,3,1,2,1,1,2,0
1,13,2,0,6072,1,4,4,3,1,2,1,25,3,2,1,3,2,1,2,0
4,10,2,2,15840,1,2,2,2,2,2,3,18,3,1,2,3,2,1,2,0
2,49,2,3,87688,4,4,1,3,2,2,4,26,1,2,2,3,2,2,2,0
1,37,3,6,55096,1,3,4,3,1,3,2,28,2,2,1,3,2,2,2,0
1,25,2,3,15504,1,2,4,1,1,3,2,31,3,2,1,3,2,1,2,0
1,22,2,3,14680,1,3,3,2,1,2,1,24,3,2,2,3,2,2,2,0
1,25,3,3,13272,1,2,4,2,1,2,3,28,3,1,1,2,2,2,2,0
2,7,3,0,9672,1,1,4,3,1,4,2,46,3,2,1,4,2,2,2,0
2,13,2,5,5112,1,3,4,3,1,2,3,29,3,2,1,3,2,1,2,0
2,49,2,3,47608,1,3,2,2,1,2,1,21,3,2,1,3,2,1,2,0
2,37,0,3,30432,1,3,4,2,1,1,3,41,3,2,1,3,2,2,2,0
4,37,3,3,35704,1,3,4,3,1,2,3,25,3,2,2,4,2,2,2,0
4,37,3,9,63840,5,2,4,3,1,4,3,26,3,1,2,3,2,2,2,0
3,37,2,3,33680,1,3,4,3,1,2,3,25,3,2,1,3,2,1,2,0
4,7,2,2,36888,1,2,1,2,1,4,2,31,3,2,1,3,2,1,2,0
2,25,2,1,92480,1,3,1,2,1,4,3,22,3,1,2,4,2,1,2,0
4,19,0,9,33320,1,3,2,3,1,2,3,35,2,2,2,3,1,1,2,0
2,25,2,2,32456,1,4,3,1,1,3,3,42,3,2,1,3,2,2,2,0
4,19,1,0,51664,1,5,2,3,1,4,4,38,1,2,2,4,1,2,2,0
4,13,2,0,11088,3,3,2,2,1,2,2,25,3,2,1,3,2,1,2,0
1,37,2,6,15816,5,5,4,3,1,4,4,39,3,2,1,4,2,2,2,0
2,19,4,2,15424,1,2,2,3,1,2,1,30,3,2,2,2,2,1,2,0
2,25,2,10,90624,1,3,2,3,2,3,3,28,1,2,2,4,2,2,2,0
2,61,1,10,118256,2,5,3,2,1,4,4,59,1,3,2,4,2,2,2,0
2,37,2,3,21368,2,3,4,2,2,4,4,49,3,3,1,3,2,1,2,0
2,37,2,6,100896,2,3,1,3,1,4,4,46,3,3,1,3,1,2,2,0
1,13,1,3,5008,1,3,4,2,1,4,1,23,1,2,1,2,2,1,2,0
2,25,4,9,15480,1,5,4,1,1,4,1,30,3,2,2,3,2,2,2,0
4,19,2,2,12264,1,2,4,4,2,1,2,42,3,2,1,2,1,1,2,0
1,49,2,0,31448,1,4,4,3,1,4,4,45,3,3,1,3,1,1,2,0
1,25,1,2,26792,3,2,4,3,1,4,4,29,3,3,1,3,1,2,2,0
1,37,2,3,18416,1,3,4,1,1,4,3,30,3,1,1,3,2,1,2,0
1,43,2,3,31720,1,2,4,3,1,3,3,33,3,2,1,3,2,1,2,0
1,13,2,3,5816,2,2,4,4,1,3,4,32,3,2,1,2,2,2,2,0
1,49,2,9,34464,1,2,3,2,1,4,2,23,3,1,1,3,2,1,2,0
2,13,2,3,12272,1,2,1,4,1,1,1,22,3,1,1,3,2,1,2,0
4,19,4,0,22200,1,4,2,3,1,2,2,30,1,2,2,3,2,1,2,0
2,13,2,0,10360,1,2,3,2,1,1,3,24,3,1,1,3,2,1,2,0
2,37,2,1,75184,1,2,1,4,1,4,3,27,3,1,1,4,2,2,2,0
2,13,2,2,7608,2,2,4,2,1,4,3,26,1,1,4,3,2,1,2,0
2,25,2,0,10840,1,2,3,2,1,4,3,24,3,2,1,2,2,2,2,0
4,37,4,0,62840,1,3,4,2,1,2,1,24,2,2,2,3,2,2,2,0
4,19,2,3,3464,1,1,3,2,2,4,1,21,3,1,1,3,2,1,2,0
4,37,3,9,76576,1,2,1,1,1,1,3,27,3,2,2,3,2,1,2,0
2,25,1,6,14696,1,4,4,2,1,4,4,33,1,3,1,2,2,1,2,0
2,31,4,0,33992,1,1,4,4,1,2,3,27,3,2,2,4,2,1,2,0
2,31,4,0,41872,1,1,4,4,1,2,3,27,3,2,2,4,2,1,2,0
1,49,2,3,54064,1,3,3,2,1,2,3,30,3,2,1,3,2,2,2,0
1,10,2,3,10928,1,2,3,2,1,4,2,21,3,1,1,3,2,1,2,0
1,19,2,2,19784,1,1,4,3,1,1,3,24,3,2,1,1,2,1,2,0
3,10,0,3,10696,1,2,4,3,1,2,3,33,3,2,2,4,2,2,2,0
1,49,2,0,62104,1,5,4,3,1,4,4,41,1,3,1,4,2,1,2,0
2,16,1,0,10112,2,3,2,4,1,2,2,24,3,1,1,3,2,1,2,0
2,16,2,0,21048,2,3,2,2,1,4,3,27,3,1,2,3,2,2,2,0
2,49,2,0,52480,2,4,3,3,1,2,2,23,3,2,1,3,2,1,2,0
1,25,2,0,24984,1,2,4,2,1,1,2,26,3,2,1,3,2,1,2,0
1,37,4,6,64520,1,3,3,2,1,2,4,24,3,2,2,4,2,2,2,0
1,25,2,3,19512,1,2,4,2,1,4,1,34,3,2,1,3,2,2,2,0
2,61,2,0,112216,1,4,4,3,1,2,4,26,3,2,1,4,2,2,2,0
1,37,4,1,77032,1,4,4,3,1,4,3,23,3,2,2,3,2,2,2,0
2,13,2,3,11872,5,3,2,4,1,1,1,24,3,2,1,3,2,2,2,0
1,19,2,2,9048,1,1,4,2,1,2,3,32,3,2,1,3,2,1,2,0
2,25,3,2,16512,1,1,3,2,1,2,2,33,3,2,1,4,2,2,2,0
2,19,2,1,103808,1,1,3,2,1,4,4,37,3,3,1,4,2,2,2,0
4,22,3,9,20640,3,2,4,3,1,2,1,40,1,2,1,2,1,1,2,0
4,28,2,0,20560,1,3,3,2,1,3,1,20,3,1,1,3,2,1,2,0
2,28,2,9,31320,1,3,4,3,1,2,3,35,3,2,1,3,1,2,2,0
4,11,2,0,10472,5,3,4,3,3,4,2,26,3,2,1,2,2,1,2,0
1,25,2,0,38536,1,4,2,3,2,3,2,30,3,2,1,3,2,2,2,0
1,13,2,0,20632,1,2,4,3,1,1,1,32,3,2,1,2,1,1,2,0
2,37,3,0,17800,1,5,4,3,1,4,4,56,1,3,2,3,2,2,2,0
1,19,2,2,33224,1,3,2,3,2,3,3,41,3,2,1,3,2,1,2,0
1,19,0,2,24912,1,2,1,2,1,4,2,25,3,1,1,3,2,1,2,0
1,19,4,2,16992,1,3,4,2,1,4,1,23,3,1,2,3,2,1,2,0
1,19,1,2,12424,1,3,4,3,1,3,3,43,1,2,1,3,2,1,2,0
1,25,3,0,10664,1,1,4,3,1,2,1,42,3,3,2,3,1,1,2,0
1,49,0,2,56952,1,3,3,3,1,4,4,52,3,3,2,3,1,1,2,0
1,25,3,0,38960,1,3,3,3,1,4,4,52,3,3,2,3,1,1,2,0
1,13,4,0,5528,1,5,4,3,1,3,2,34,3,2,2,3,2,1,2,0
1,43,3,3,34960,1,4,3,3,1,2,2,25,1,2,2,3,1,2,2,0
1,37,1,2,21968,1,5,4,3,1,4,3,30,1,2,1,3,2,1,2,0
1,25,0,2,32880,1,5,3,3,1,4,4,22,1,1,2,3,1,1,2,0
1,19,2,2,19696,1,3,2,3,1,2,3,21,3,2,1,3,2,1,2,0
1,13,2,2,10256,1,3,2,2,1,4,3,19,3,1,1,3,2,1,2,0
1,13,1,0,5576,1,2,4,3,1,2,3,45,1,2,2,3,2,2,2,0
1,25,2,0,11536,1,4,4,2,1,4,3,22,3,1,2,3,2,1,2,0
1,22,3,6,27312,1,2,2,3,1,1,2,25,2,2,2,3,2,1,2,0
1,19,2,2,16312,1,3,1,2,1,4,1,19,3,1,1,3,2,1,2,0
1,25,1,9,25288,1,3,4,3,1,2,2,30,1,1,1,3,2,2,2,0
1,13,2,8,7216,1,4,4,4,1,4,2,20,3,1,1,3,2,1,2,0
1,49,2,1,82376,1,4,4,3,1,4,4,38,3,3,3,3,1,2,2,0
2,49,0,9,115368,1,3,2,3,1,2,3,24,2,2,1,3,2,2,2,0
2,19,4,0,8448,1,5,3,3,3,3,1,29,3,2,2,3,2,1,2,0
1,13,2,0,10192,1,2,3,2,1,1,1,36,1,2,1,2,2,1,2,0
2,13,2,0,9784,1,5,1,1,1,1,1,45,3,1,2,3,2,1,2,0
1,17,4,0,21000,1,5,2,3,3,4,2,42,3,1,1,3,2,2,1,0
1,21,4,0,17880,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
2,10,2,2,7672,1,3,1,2,1,2,3,28,1,2,1,3,2,1,2,0
2,19,4,0,7072,1,5,4,3,1,4,3,35,3,2,1,3,1,2,2,0
2,25,2,0,9968,1,2,4,3,1,2,1,22,1,2,1,2,2,1,2,0
2,37,3,0,64688,2,5,2,3,1,4,3,41,2,2,4,4,2,2,2,0
4,49,4,0,81016,3,3,2,3,1,2,4,43,3,3,1,3,2,1,2,0
4,11,2,2,17680,1,3,2,3,1,2,1,24,3,1,1,2,2,1,2,0
4,31,1,1,59880,5,1,4,2,1,1,1,52,1,2,1,4,2,2,2,0
1,19,1,0,11536,1,4,4,3,1,4,4,31,1,3,2,2,1,1,2,0
4,13,4,3,6376,5,5,4,2,1,3,2,32,3,2,1,2,1,1,2,0
2,46,4,3,37968,1,2,4,3,1,2,2,23,1,2,2,2,2,1,2,0
3,13,4,0,7512,3,4,4,4,1,2,1,27,3,2,3,3,2,2,2,0
2,22,2,9,9504,1,5,2,2,1,4,2,38,3,2,1,3,1,1,2,0
4,49,4,1,92720,2,3,2,2,1,4,3,23,3,1,2,2,2,1,2,0
3,13,1,9,4872,1,2,4,2,1,1,1,25,1,2,1,1,2,1,2,0
1,19,4,5,9520,1,1,2,2,1,4,4,54,3,3,3,1,1,1,2,0
2,22,2,9,22136,2,5,4,1,1,2,3,60,3,1,2,2,2,1,2,0
2,31,2,2,27528,2,3,2,2,2,4,3,20,1,1,1,3,2,1,2,0
2,31,0,9,34240,2,3,4,2,1,4,3,25,3,1,2,2,2,1,2,0
2,25,2,3,24736,2,2,3,4,1,2,3,21,3,1,1,3,2,2,2,0
4,19,2,0,54088,5,3,2,3,1,4,3,67,2,1,2,3,2,1,2,0
2,13,2,3,10648,1,2,2,3,1,1,3,21,3,2,1,3,2,1,2,0
2,55,0,9,127560,1,2,3,3,1,4,4,57,3,1,1,3,2,2,2,0
1,25,2,2,25872,1,2,4,2,1,4,1,22,3,1,1,2,2,2,2,0
2,16,2,3,6416,1,5,4,3,1,3,3,36,3,2,1,3,1,1,2,0
2,49,2,2,79680,1,2,1,2,1,2,3,25,1,2,1,3,2,2,2,0
4,25,3,9,69184,1,2,2,3,1,2,3,26,1,2,2,3,2,2,2,0
1,46,2,3,14760,1,3,4,3,1,4,4,22,3,3,1,3,2,2,2,0
4,49,2,9,38752,1,1,3,3,1,2,3,32,3,1,1,4,2,2,2,0
3,19,2,3,16800,1,3,4,3,2,2,1,36,3,2,1,3,2,1,2,0
1,46,0,9,94528,1,5,2,3,1,4,3,28,3,1,2,3,2,1,2,0
1,7,2,6,3584,1,2,4,2,1,4,2,22,3,2,1,3,2,1,2,0
1,31,2,5,95984,1,2,1,1,1,1,4,33,1,2,1,2,2,2,2,0
2,49,0,10,147392,1,3,1,2,1,2,2,31,1,2,1,4,2,2,1,0
1,7,2,0,119168,1,5,1,3,1,4,4,67,1,2,1,4,2,2,2,0
2,13,2,2,22096,5,5,1,2,1,2,2,24,3,2,1,3,2,2,2,0
1,13,2,1,27088,1,5,3,3,1,4,4,34,3,3,1,3,2,2,2,0
2,25,2,3,16312,1,2,1,4,1,1,2,21,3,2,1,3,2,2,2,0
2,49,4,2,40768,1,3,2,2,1,3,3,29,3,2,1,4,2,2,2,0
1,19,2,3,15056,1,3,4,2,1,4,3,24,1,1,2,3,2,1,2,0
1,49,2,3,55992,1,4,1,4,3,1,1,33,3,2,2,3,2,2,2,0
4,13,4,9,18336,1,1,4,3,1,2,3,41,2,2,2,4,2,2,2,0
1,15,2,0,71824,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,13,2,3,5392,2,4,4,4,1,1,2,19,3,2,1,3,2,1,2,0
1,19,2,0,7808,1,2,1,2,1,2,3,22,3,2,1,2,2,1,2,0
1,19,2,6,6000,1,1,4,2,1,1,1,26,3,2,1,1,2,1,2,0
2,25,2,1,100632,1,5,4,2,1,2,4,43,3,3,1,4,2,2,2,0
1,19,2,1,60088,5,5,1,3,1,4,2,50,3,3,1,3,1,2,2,0
1,19,4,0,31728,1,5,1,2,1,4,1,32,1,1,3,3,2,2,2,0
1,13,0,3,49592,1,3,4,3,1,2,2,27,3,1,2,3,2,2,2,0
1,25,2,3,15896,1,3,2,3,1,4,1,20,3,1,1,2,1,1,2,0
1,25,2,0,18424,1,5,4,3,2,1,1,44,3,2,1,3,2,1,2,0
4,22,4,0,101440,5,5,4,3,1,4,4,29,3,3,1,4,2,2,2,0
2,13,2,3,51744,5,1,2,3,1,1,4,51,3,2,1,4,2,2,2,0
