C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,label
1,19,2,3,1,3,2,2,1,2,25520,1,23,3,2,1,3,2,1,2,0
2,10,1,1,1,5,2,2,1,4,41032,4,73,1,3,1,4,1,2,2,0
4,19,3,2,1,4,4,2,1,1,14464,1,21,3,2,1,3,2,1,2,0
3,11,2,0,2,5,1,2,1,4,9920,4,47,3,3,1,2,1,1,2,0
1,13,2,0,1,4,4,3,1,2,6072,1,25,3,2,1,3,2,1,2,0
4,10,2,2,1,2,2,2,2,2,15840,3,18,3,1,2,3,2,1,2,0
2,49,2,3,4,4,1,3,2,2,87688,4,26,1,2,2,3,2,2,2,0
1,37,3,6,1,3,4,3,1,3,55096,2,28,2,2,1,3,2,2,2,0
1,25,2,3,1,2,4,1,1,3,15504,2,31,3,2,1,3,2,1,2,0
1,22,2,3,1,3,3,2,1,2,14680,1,24,3,2,2,3,2,2,2,0
1,25,3,3,1,2,4,2,1,2,13272,3,28,3,1,1,2,2,2,2,0
2,7,3,0,1,1,4,3,1,4,9672,2,46,3,2,1,4,2,2,2,0
2,13,2,5,1,3,4,3,1,2,5112,3,29,3,2,1,3,2,1,2,0
2,49,2,3,1,3,2,2,1,2,47608,1,21,3,2,1,3,2,1,2,0
2,37,0,3,1,3,4,2,1,1,30432,3,41,3,2,1,3,2,2,2,0
4,37,3,3,1,3,4,3,1,2,35704,3,25,3,2,2,4,2,2,2,0
4,37,3,9,5,2,4,3,1,4,63840,3,26,3,1,2,3,2,2,2,0
3,37,2,3,1,3,4,3,1,2,33680,3,25,3,2,1,3,2,1,2,0
4,7,2,2,1,2,1,2,1,4,36888,2,31,3,2,1,3,2,1,2,0
2,25,2,1,1,3,1,2,1,4,92480,3,22,3,1,2,4,2,1,2,0
4,19,0,9,1,3,2,3,1,2,33320,3,35,2,2,2,3,1,1,2,0
2,25,2,2,1,4,3,1,1,3,32456,3,42,3,2,1,3,2,2,2,0
4,19,1,0,1,5,2,3,1,4,51664,4,38,1,2,2,4,1,2,2,0
4,13,2,0,3,3,2,2,1,2,11088,2,25,3,2,1,3,2,1,2,0
1,37,2,6,5,5,4,3,1,4,15816,4,39,3,2,1,4,2,2,2,0
2,19,4,2,1,2,2,3,1,2,15424,1,30,3,2,2,2,2,1,2,0
2,25,2,10,1,3,2,3,2,3,90624,3,28,1,2,2,4,2,2,2,0
2,61,1,10,2,5,3,2,1,4,118256,4,59,1,3,2,4,2,2,2,0
2,37,2,3,2,3,4,2,2,4,21368,4,49,3,3,1,3,2,1,2,0
2,37,2,6,2,3,1,3,1,4,100896,4,46,3,3,1,3,1,2,2,0
1,13,1,3,1,3,4,2,1,4,5008,1,23,1,2,1,2,2,1,2,0
2,25,4,9,1,5,4,1,1,4,15480,1,30,3,2,2,3,2,2,2,0
4,19,2,2,1,2,4,4,2,1,12264,2,42,3,2,1,2,1,1,2,0
1,49,2,0,1,4,4,3,1,4,31448,4,45,3,3,1,3,1,1,2,0
1,25,1,2,3,2,4,3,1,4,26792,4,29,3,3,1,3,1,2,2,0
1,37,2,3,1,3,4,1,1,4,18416,3,30,3,1,1,3,2,1,2,0
1,43,2,3,1,2,4,3,1,3,31720,3,33,3,2,1,3,2,1,2,0
1,13,2,3,2,2,4,4,1,3,5816,4,32,3,2,1,2,2,2,2,0
1,49,2,9,1,2,3,2,1,4,34464,2,23,3,1,1,3,2,1,2,0
2,13,2,3,1,2,1,4,1,1,12272,1,22,3,1,1,3,2,1,2,0
4,19,4,0,1,4,2,3,1,2,22200,2,30,1,2,2,3,2,1,2,0
2,13,2,0,1,2,3,2,1,1,10360,3,24,3,1,1,3,2,1,2,0
2,37,2,1,1,2,1,4,1,4,75184,3,27,3,1,1,4,2,2,2,0
2,13,2,2,2,2,4,2,1,4,7608,3,26,1,1,4,3,2,1,2,0
2,25,2,0,1,2,3,2,1,4,10840,3,24,3,2,1,2,2,2,2,0
4,37,4,0,1,3,4,2,1,2,62840,1,24,2,2,2,3,2,2,2,0
4,19,2,3,1,1,3,2,2,4,3464,1,21,3,1,1,3,2,1,2,0
4,37,3,9,1,2,1,1,1,1,76576,3,27,3,2,2,3,2,1,2,0
2,25,1,6,1,4,4,2,1,4,14696,4,33,1,3,1,2,2,1,2,0
2,31,4,0,1,1,4,4,1,2,33992,3,27,3,2,2,4,2,1,2,0
2,31,4,0,1,1,4,4,1,2,41872,3,27,3,2,2,4,2,1,2,0
1,49,2,3,1,3,3,2,1,2,54064,3,30,3,2,1,3,2,2,2,0
1,10,2,3,1,2,3,2,1,4,10928,2,21,3,1,1,3,2,1,2,0
1,19,2,2,1,1,4,3,1,1,19784,3,24,3,2,1,1,2,1,2,0
3,10,0,3,1,2,4,3,1,2,10696,3,33,3,2,2,4,2,2,2,0
1,49,2,0,1,5,4,3,1,4,62104,4,41,1,3,1,4,2,1,2,0
2,16,1,0,2,3,2,4,1,2,10112,2,24,3,1,1,3,2,1,2,0
2,16,2,0,2,3,2,2,1,4,21048,3,27,3,1,2,3,2,2,2,0
2,49,2,0,2,4,3,3,1,2,52480,2,23,3,2,1,3,2,1,2,0
1,25,2,0,1,2,4,2,1,1,24984,2,26,3,2,1,3,2,1,2,0
1,37,4,6,1,3,3,2,1,2,64520,4,24,3,2,2,4,2,2,2,0
1,25,2,3,1,2,4,2,1,4,19512,1,34,3,2,1,3,2,2,2,0
2,61,2,0,1,4,4,3,1,2,112216,4,26,3,2,1,4,2,2,2,0
1,37,4,1,1,4,4,3,1,4,77032,3,23,3,2,2,3,2,2,2,0
2,13,2,3,5,3,2,4,1,1,11872,1,24,3,2,1,3,2,2,2,0
1,19,2,2,1,1,4,2,1,2,9048,3,32,3,2,1,3,2,1,2,0
2,25,3,2,1,1,3,2,1,2,16512,2,33,3,2,1,4,2,2,2,0
2,19,2,1,1,1,3,2,1,4,103808,4,37,3,3,1,4,2,2,2,0
4,22,3,9,3,2,4,3,1,2,20640,1,40,1,2,1,2,1,1,2,0
4,28,2,0,1,3,3,2,1,3,20560,1,20,3,1,1,3,2,1,2,0
2,28,2,9,1,3,4,3,1,2,31320,3,35,3,2,1,3,1,2,2,0
4,11,2,0,5,3,4,3,3,4,10472,2,26,3,2,1,2,2,1,2,0
1,25,2,0,1,4,2,3,2,3,38536,2,30,3,2,1,3,2,2,2,0
1,13,2,0,1,2,4,3,1,1,20632,1,32,3,2,1,2,1,1,2,0
2,37,3,0,1,5,4,3,1,4,17800,4,56,1,3,2,3,2,2,2,0
1,19,2,2,1,3,2,3,2,3,33224,3,41,3,2,1,3,2,1,2,0
1,19,0,2,1,2,1,2,1,4,24912,2,25,3,1,1,3,2,1,2,0
1,19,4,2,1,3,4,2,1,4,16992,1,23,3,1,2,3,2,1,2,0
1,19,1,2,1,3,4,3,1,3,12424,3,43,1,2,1,3,2,1,2,0
1,25,3,0,1,1,4,3,1,2,10664,1,42,3,3,2,3,1,1,2,0
1,49,0,2,1,3,3,3,1,4,56952,4,52,3,3,2,3,1,1,2,0
1,25,3,0,1,3,3,3,1,4,38960,4,52,3,3,2,3,1,1,2,0
1,13,4,0,1,5,4,3,1,3,5528,2,34,3,2,2,3,2,1,2,0
1,43,3,3,1,4,3,3,1,2,34960,2,25,1,2,2,3,1,2,2,0
1,37,1,2,1,5,4,3,1,4,21968,3,30,1,2,1,3,2,1,2,0
1,25,0,2,1,5,3,3,1,4,32880,4,22,1,1,2,3,1,1,2,0
1,19,2,2,1,3,2,3,1,2,19696,3,21,3,2,1,3,2,1,2,0
1,13,2,2,1,3,2,2,1,4,10256,3,19,3,1,1,3,2,1,2,0
1,13,1,0,1,2,4,3,1,2,5576,3,45,1,2,2,3,2,2,2,0
1,25,2,0,1,4,4,2,1,4,11536,3,22,3,1,2,3,2,1,2,0
1,22,3,6,1,2,2,3,1,1,27312,2,25,2,2,2,3,2,1,2,0
1,19,2,2,1,3,1,2,1,4,16312,1,19,3,1,1,3,2,1,2,0
1,25,1,9,1,3,4,3,1,2,25288,2,30,1,1,1,3,2,2,2,0
1,13,2,8,1,4,4,4,1,4,7216,2,20,3,1,1,3,2,1,2,0
1,49,2,1,1,4,4,3,1,4,82376,4,38,3,3,3,3,1,2,2,0
2,49,0,9,1,3,2,3,1,2,115368,3,24,2,2,1,3,2,2,2,0
2,19,4,0,1,5,3,3,3,3,8448,1,29,3,2,2,3,2,1,2,0
1,13,2,0,1,2,3,2,1,1,10192,1,36,1,2,1,2,2,1,2,0
2,13,2,0,1,5,1,1,1,1,9784,1,45,3,1,2,3,2,1,2,0
1,17,4,0,1,5,2,3,3,4,21000,2,42,3,1,1,3,2,2,1,0
1,21,4,0,1,3,4,4,3,2,17880,2,32,1,1,2,3,2,1,1,0
2,10,2,2,1,3,1,2,1,2,7672,3,28,1,2,1,3,2,1,2,0
2,19,4,0,1,5,4,3,1,4,7072,3,35,3,2,1,3,1,2,2,0
2,25,2,0,1,2,4,3,1,2,9968,1,22,1,2,1,2,2,1,2,0
2,37,3,0,2,5,2,3,1,4,64688,3,41,2,2,4,4,2,2,2,0
4,49,4,0,3,3,2,3,1,2,81016,4,43,3,3,1,3,2,1,2,0
4,11,2,2,1,3,2,3,1,2,17680,1,24,3,1,1,2,2,1,2,0
4,31,1,1,5,1,4,2,1,1,59880,1,52,1,2,1,4,2,2,2,0
1,19,1,0,1,4,4,3,1,4,11536,4,31,1,3,2,2,1,1,2,0
4,13,4,3,5,5,4,2,1,3,6376,2,32,3,2,1,2,1,1,2,0
2,46,4,3,1,2,4,3,1,2,37968,2,23,1,2,2,2,2,1,2,0
3,13,4,0,3,4,4,4,1,2,7512,1,27,3,2,3,3,2,2,2,0
2,22,2,9,1,5,2,2,1,4,9504,2,38,3,2,1,3,1,1,2,0
4,49,4,1,2,3,2,2,1,4,92720,3,23,3,1,2,2,2,1,2,0
3,13,1,9,1,2,4,2,1,1,4872,1,25,1,2,1,1,2,1,2,0
1,19,4,5,1,1,2,2,1,4,9520,4,54,3,3,3,1,1,1,2,0
2,22,2,9,2,5,4,1,1,2,22136,3,60,3,1,2,2,2,1,2,0
2,31,2,2,2,3,2,2,2,4,27528,3,20,1,1,1,3,2,1,2,0
2,31,0,9,2,3,4,2,1,4,34240,3,25,3,1,2,2,2,1,2,0
2,25,2,3,2,2,3,4,1,2,24736,3,21,3,1,1,3,2,2,2,0
4,19,2,0,5,3,2,3,1,4,54088,3,67,2,1,2,3,2,1,2,0
2,13,2,3,1,2,2,3,1,1,10648,3,21,3,2,1,3,2,1,2,0
2,55,0,9,1,2,3,3,1,4,127560,4,57,3,1,1,3,2,2,2,0
1,25,2,2,1,2,4,2,1,4,25872,1,22,3,1,1,2,2,2,2,0
2,16,2,3,1,5,4,3,1,3,6416,3,36,3,2,1,3,1,1,2,0
2,49,2,2,1,2,1,2,1,2,79680,3,25,1,2,1,3,2,2,2,0
4,25,3,9,1,2,2,3,1,2,69184,3,26,1,2,2,3,2,2,2,0
1,46,2,3,1,3,4,3,1,4,14760,4,22,3,3,1,3,2,2,2,0
4,49,2,9,1,1,3,3,1,2,38752,3,32,3,1,1,4,2,2,2,0
3,19,2,3,1,3,4,3,2,2,16800,1,36,3,2,1,3,2,1,2,0
1,46,0,9,1,5,2,3,1,4,94528,3,28,3,1,2,3,2,1,2,0
1,7,2,6,1,2,4,2,1,4,3584,2,22,3,2,1,3,2,1,2,0
1,31,2,5,1,2,1,1,1,1,95984,4,33,1,2,1,2,2,2,2,0
2,49,0,10,1,3,1,2,1,2,147392,2,31,1,2,1,4,2,2,1,0
1,7,2,0,1,5,1,3,1,4,119168,4,67,1,2,1,4,2,2,2,0
2,13,2,2,5,5,1,2,1,2,22096,2,24,3,2,1,3,2,2,2,0
1,13,2,1,1,5,3,3,1,4,27088,4,34,3,3,1,3,2,2,2,0
2,25,2,3,1,2,1,4,1,1,16312,2,21,3,2,1,3,2,2,2,0
2,49,4,2,1,3,2,2,1,3,40768,3,29,3,2,1,4,2,2,2,0
1,19,2,3,1,3,4,2,1,4,15056,3,24,1,1,2,3,2,1,2,0
1,49,2,3,1,4,1,4,3,1,55992,1,33,3,2,2,3,2,2,2,0
4,13,4,9,1,1,4,3,1,2,18336,3,41,2,2,2,4,2,2,2,0
1,15,2,0,1,5,1,1,1,4,71824,2,44,3,2,1,4,2,2,1,0
1,13,2,3,2,4,4,4,1,1,5392,2,19,3,2,1,3,2,1,2,0
1,19,2,0,1,2,1,2,1,2,7808,3,22,3,2,1,2,2,1,2,0
1,19,2,6,1,1,4,2,1,1,6000,1,26,3,2,1,1,2,1,2,0
2,25,2,1,1,5,4,2,1,2,100632,4,43,3,3,1,4,2,2,2,0
1,19,2,1,5,5,1,3,1,4,60088,2,50,3,3,1,3,1,2,2,0
1,19,4,0,1,5,1,2,1,4,31728,1,32,1,1,3,3,2,2,2,0
1,13,0,3,1,3,4,3,1,2,49592,2,27,3,1,2,3,2,2,2,0
1,25,2,3,1,3,2,3,1,4,15896,1,20,3,1,1,2,1,1,2,0
1,25,2,0,1,5,4,3,2,1,18424,1,44,3,2,1,3,2,1,2,0
4,22,4,0,5,5,4,3,1,4,101440,4,29,3,3,1,4,2,2,2,0
2,13,2,3,5,1,2,3,1,1,51744,4,51,3,2,1,4,2,2,2,0
